Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
,,200,1,1,3.8,1,1,3.8,348.00,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000007
,,200,1,1,3.8,1,1,3.8,348.10,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000017
,,200,1,1,3.8,1,1,3.8,348.10,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000027
,,200,1,1,3.8,1,1,3.8,348.10,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000037
,,200,1,1,3.8,1,1,3.8,348.10,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000047
,,200,1,1,3.8,1,1,3.8,348.20,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000057
,,200,1,1,3.8,1,1,3.8,348.20,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000107
,,200,1,1,3.8,1,1,3.8,348.20,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000117
,,200,1,1,3.8,1,1,3.8,348.20,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000127
,,200,1,1,3.8,1,1,3.8,348.30,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000137
,,200,1,1,3.8,1,1,3.8,348.30,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000147
,,200,1,1,3.8,1,1,3.8,348.30,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000157
,,200,1,1,3.8,1,1,3.8,348.30,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000207
,,200,1,1,3.8,1,1,3.8,348.40,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000217
,,200,1,1,3.8,1,1,3.8,348.40,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000227
,,200,1,1,3.8,1,1,3.8,348.40,1,8,19,1,14,15,55.2,-8.6,10000,16.8,,2015-04-02,000237
,,200,1,1,3.8,1,1,3.8,348.40,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000247
,,200,1,1,3.8,1,1,3.8,348.50,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000257
,,200,1,60,3.82,1,1,3.8,348.50,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000307
,,200,1,60,3.82,1,1,3.8,348.50,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000317
,,200,1,60,3.82,1,1,3.8,348.60,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000327
,,200,1,51,3.82,1,1,3.8,348.60,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000337
,,200,1,60,3.82,1,1,3.8,348.60,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000347
,,200,1,41,3.82,1,1,3.8,348.60,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000357
,,200,1,43,3.82,1,1,3.8,348.70,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000407
,,200,1,33,3.82,1,1,3.8,348.70,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000417
,,200,1,34,3.82,1,1,3.8,348.70,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000427
,,200,1,3,3.82,1,1,3.8,348.70,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000437
,,200,1,3,3.82,1,1,3.8,348.80,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000447
,,200,1,3,3.82,1,1,3.8,348.80,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000457
,,200,1,3,3.82,1,1,3.8,348.80,1,8,19,1,14,15,55.6,-8.6,10000,16.9,,2015-04-02,000507
,,200,1,3,3.82,1,1,3.8,348.80,1,8,19,1,14,15,56,-8.6,10000,17,,2015-04-02,000517
