Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
,,200,1,1,3.98,1,1,3.98,362.90,1,16,11,1,1,7,78,0.9,10000,23.7,,2015-04-02,113939
,,200,1,1,3.98,1,1,3.98,362.90,1,18,12,1,1,7,78,0.8,10000,23.7,,2015-04-02,113949
,,200,1,1,3.98,1,1,3.98,362.90,1,16,12,1,1,8,78,0.8,10000,23.7,,2015-04-02,113959
,,200,1,1,3.98,1,1,3.98,362.80,1,18,12,1,1,8,77.6,0.9,10000,23.6,,2015-04-02,114009
,,200,1,1,3.98,1,1,3.98,362.80,1,16,11,1,2,7,77.6,1,10000,23.6,,2015-04-02,114019
,,200,1,1,3.98,1,1,3.98,362.80,1,16,12,1,1,8,77.6,2.4,10000,23.6,,2015-04-02,114029
,,200,1,1,3.98,1,1,3.98,362.80,1,17,12,1,1,8,77.6,2.1,10000,23.6,,2015-04-02,114039
,,200,1,1,3.98,1,1,3.98,362.60,1,16,11,1,1,7,77.6,3.9,10000,23.6,,2015-04-02,114049
,,200,1,1,3.98,1,1,3.98,362.60,1,18,12,1,1,7,77.6,3.6,10000,23.6,,2015-04-02,114059
,,200,1,1,3.98,1,10,3.96,362.30,1,16,11,1,1,7,77.6,6.4,10000,23.6,,2015-04-02,114109
,,200,1,1,3.98,1,67,3.96,362.70,1,16,11,1,1,7,77.6,0.7,10000,23.6,,2015-04-02,114119
,,200,1,1,3.98,1,1,3.98,362.70,1,16,11,1,1,7,77.6,0.8,10000,23.6,,2015-04-02,114129
,,200,1,1,3.98,1,1,3.98,362.60,1,17,11,1,2,7,77.6,2,10000,23.6,,2015-04-02,114139
,,200,1,1,3.98,1,1,3.98,362.70,1,17,12,1,1,8,77.6,0.8,10000,23.6,,2015-04-02,114149
,,200,1,1,3.98,1,1,3.98,362.70,1,16,12,1,1,8,77.6,0.8,10000,23.6,,2015-04-02,114159
,,200,1,1,3.98,1,1,3.98,362.70,1,18,12,1,1,8,77.6,0.9,10000,23.6,,2015-04-02,114209
,,200,1,1,3.98,1,1,3.98,362.70,1,16,11,1,1,7,77.6,0.8,10000,23.6,,2015-04-02,114219
,,200,1,1,3.98,1,1,3.98,362.70,1,17,11,1,2,7,77.6,0.8,10000,23.6,,2015-04-02,114229
,,200,1,1,3.98,1,1,3.98,362.70,1,17,12,1,1,8,77.6,0.8,10000,23.6,,2015-04-02,114239
,,200,1,1,3.98,1,1,3.98,362.70,1,17,12,1,1,8,77.6,0.8,10000,23.6,,2015-04-02,114249
,,200,1,1,3.98,1,1,3.98,362.70,1,16,12,1,1,8,77.6,0.9,10000,23.6,,2015-04-02,114259
,,200,1,1,3.98,1,1,3.98,362.70,1,16,12,1,1,8,77.6,1.2,10000,23.6,,2015-04-02,114309
,,200,1,1,3.98,1,1,3.98,362.70,1,18,12,1,1,8,77.6,0.6,10000,23.6,,2015-04-02,114319
,,200,1,1,3.98,1,1,3.98,362.70,1,18,12,1,1,8,77.6,0.6,10000,23.6,,2015-04-02,114329
