Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,200,1,1,3.76,1,25,3.72,343.20,1,8,9,1,13,7,52.8,2.1,10000,16.1,Invalid,2015-04-02,080229
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.70,1,8,9,1,13,7,52.8,9.7,10000,16.1,Invalid,2015-04-02,080239
Electric_Taxi,Tongzhou_District,200,1,1,3.72,1,25,3.7,341.00,1,17,10,1,14,7,52.8,29.3,10000,16.1,Invalid,2015-04-02,080249
Electric_Taxi,Tongzhou_District,200,1,1,3.76,1,25,3.72,342.50,1,17,10,1,13,7,52.8,10.1,10000,16.1,Invalid,2015-04-02,080259
Electric_Taxi,Tongzhou_District,200,1,2,3.76,1,25,3.72,342.40,1,8,9,1,13,7,52.8,10.9,10000,16.1,Invalid,2015-04-02,080309
Electric_Taxi,Tongzhou_District,200,1,2,3.76,1,25,3.72,343.30,1,8,9,1,13,7,52.8,-5.6,10000,16.1,Invalid,2015-04-02,080319
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,341.90,1,8,9,1,10,7,52.8,16.8,10000,16.1,Invalid,2015-04-02,080329
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.60,1,8,9,1,10,7,52.8,4,10000,16.1,Invalid,2015-04-02,080339
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.7,341.80,1,8,9,1,13,7,52.8,15.8,10000,16.1,Invalid,2015-04-02,080349
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,8,9,1,13,7,52.8,0.7,10000,16.1,Invalid,2015-04-02,080359
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,2,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080409
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,17,10,1,14,7,52.8,1.7,10000,16.1,Invalid,2015-04-02,080419
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,8,9,1,13,7,52.8,1.4,10000,16.1,Invalid,2015-04-02,080429
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.40,1,17,10,1,13,7,52.8,6.1,10000,16.1,Invalid,2015-04-02,080439
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,17,10,1,14,7,52.8,0.7,10000,16.1,Invalid,2015-04-02,080449
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,17,10,1,14,7,52.8,0.9,10000,16.1,Invalid,2015-04-02,080459
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,8,9,1,10,7,52.8,1.3,10000,16.1,Invalid,2015-04-02,080509
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,17,10,1,14,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080519
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.80,1,8,9,1,13,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080530
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,10,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080540
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,14,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080550
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,10,7,52.8,0.8,10000,16.1,Invalid,2015-04-02,080600
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,14,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080610
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,4,9,1,13,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080620
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,1,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080630
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,14,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080640
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,13,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080650
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,1,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080700
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,14,7,52.8,0.5,10000,16.1,Invalid,2015-04-02,080710
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,17,10,1,1,8,52.8,0.5,10000,16.1,Invalid,2015-04-02,080720
Electric_Taxi,Tongzhou_District,200,1,14,3.76,1,25,3.72,342.90,1,8,9,1,10,7,52.4,0.5,10000,15.9,Invalid,2015-04-02,080730
Electric_Taxi,Tongzhou_District,200,1,1,3.74,1,25,3.72,342.90,1,8,9,1,10,7,52.4,0.5,10000,15.9,Invalid,2015-04-02,080740
