Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.00,1,16,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000001
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.00,1,16,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000008
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.00,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000018
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,16,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000028
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000038
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000048
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000058
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000108
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.10,1,17,20,1,1,16,76,-8.1,10000,23.1,Invalid,2015-04-02,000118
Electric_Taxi,Tongzhou_District,200,1,1,4.02,1,1,4.02,367.20,1,17,20,1,1,16,76.4,-8.1,10000,23.3,Invalid,2015-04-02,000128
