Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,200,1,90,3.86,1,1,3.84,349.10,1,16,12,1,1,8,60.4,1.7,10000,18.4,Invalid,2015-04-02,072830
Electric_Taxi,Tongzhou_District,200,1,1,3.84,1,1,3.84,348.20,1,16,12,1,1,8,60.4,13.1,10000,18.4,Invalid,2015-04-02,072840
Electric_Taxi,Tongzhou_District,200,1,1,3.84,1,1,3.84,348.90,1,16,12,1,1,9,60,0.8,10000,18.3,Invalid,2015-04-02,072850
Electric_Taxi,Tongzhou_District,200,1,1,3.84,1,41,3.82,348.90,1,16,12,1,1,9,60,-2.6,10000,18.3,Invalid,2015-04-02,072900
Electric_Taxi,Tongzhou_District,200,1,41,3.84,1,10,3.8,346.30,1,17,12,1,1,8,60,36.8,10000,18.3,Invalid,2015-04-02,072910
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,1,3.82,347.80,1,16,12,1,1,8,60,11.1,10000,18.3,Invalid,2015-04-02,072940
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,46,3.8,350.90,1,17,12,1,3,7,60,-53.8,10000,18.3,Invalid,2015-04-02,073000
Electric_Taxi,Tongzhou_District,200,1,60,3.82,1,40,3.74,343.70,1,17,12,1,1,9,59.6,52.9,10000,18.1,Invalid,2015-04-02,073010
Electric_Taxi,Tongzhou_District,200,1,16,3.82,1,1,3.8,347.20,1,17,12,1,3,7,59.6,1.7,10000,18.1,Invalid,2015-04-02,073020
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.80,1,16,12,1,1,9,59.6,-2.8,10000,18.1,Invalid,2015-04-02,073030
Electric_Taxi,Tongzhou_District,200,1,34,3.84,1,1,3.82,347.60,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073040
Electric_Taxi,Tongzhou_District,200,1,12,3.84,1,1,3.82,347.70,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073050
Electric_Taxi,Tongzhou_District,200,1,27,3.84,1,1,3.82,347.80,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073100
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,1,3.82,347.80,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073110
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,1,3.82,347.90,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073120
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,1,3.82,347.90,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073130
Electric_Taxi,Tongzhou_District,200,1,1,3.84,1,6,3.82,347.90,1,16,12,1,1,9,59.6,0.7,10000,18.1,Invalid,2015-04-02,073140
Electric_Taxi,Tongzhou_District,200,1,3,3.84,1,1,3.82,347.80,1,16,12,1,1,8,59.6,1.3,10000,18.1,Invalid,2015-04-02,073150
Electric_Taxi,Tongzhou_District,200,1,33,3.8,1,12,3.7,342.40,1,17,12,1,1,8,59.6,81.1,10000,18.1,Invalid,2015-04-02,073200
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,33,3.78,347.60,1,17,12,1,3,7,59.6,-11.9,10000,18.1,Invalid,2015-04-02,073210
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.20,1,17,12,1,1,8,59.6,2.2,10000,18.1,Invalid,2015-04-02,073220
Electric_Taxi,Tongzhou_District,200,1,60,3.82,1,12,3.78,345.40,1,17,12,1,1,8,59.6,27,10000,18.1,Invalid,2015-04-02,073230
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,12,3.8,345.60,1,16,12,1,1,9,59.6,23.3,10000,18.1,Invalid,2015-04-02,073240
Electric_Taxi,Tongzhou_District,200,1,12,3.82,1,1,3.8,345.70,1,16,12,1,1,9,59.6,22.6,10000,18.1,Invalid,2015-04-02,073250
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,57,3.8,347.00,1,16,12,1,1,9,59.2,0.6,10000,18,Invalid,2015-04-02,073300
Electric_Taxi,Tongzhou_District,200,1,3,3.82,1,1,3.8,345.90,1,16,12,1,1,8,59.2,18,10000,18,Invalid,2015-04-02,073310
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.10,1,17,12,1,1,8,59.2,0.8,10000,18,Invalid,2015-04-02,073320
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.10,1,17,12,1,3,7,59.2,0.8,10000,18,Invalid,2015-04-02,073330
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.20,1,17,12,1,1,8,59.2,0.8,10000,18,Invalid,2015-04-02,073340
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,1,3.82,347.30,1,16,12,1,1,9,59.2,-4.9,10000,18,Invalid,2015-04-02,073350
Electric_Taxi,Tongzhou_District,200,1,60,3.8,1,12,3.76,343.60,1,17,12,1,3,8,59.2,46.6,10000,18,Invalid,2015-04-02,073400
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,10,3.78,344.90,1,17,12,1,1,8,59.2,25.4,10000,18,Invalid,2015-04-02,073410
Electric_Taxi,Tongzhou_District,200,1,1,3.84,1,28,3.82,348.40,1,17,12,1,1,8,59.2,-28.4,10000,18,Invalid,2015-04-02,073420
Electric_Taxi,Tongzhou_District,200,1,25,3.82,1,1,3.8,344.90,1,17,12,1,1,8,59.2,28.2,10000,18,Invalid,2015-04-02,073430
Electric_Taxi,Tongzhou_District,200,1,25,3.82,1,12,3.76,345.30,1,16,12,1,1,8,59.2,23.9,10000,18,Invalid,2015-04-02,073440
Electric_Taxi,Tongzhou_District,200,1,25,3.82,1,12,3.76,344.00,1,17,12,1,1,8,59.2,36.9,10000,18,Invalid,2015-04-02,073450
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,60,3.74,346.10,1,17,12,1,1,8,58.8,-2.7,10000,17.9,Invalid,2015-04-02,073500
Electric_Taxi,Tongzhou_District,200,1,8,3.86,1,25,3.8,348.70,1,17,12,1,1,8,58.8,-43,10000,17.9,Invalid,2015-04-02,073510
Electric_Taxi,Tongzhou_District,200,1,3,3.82,1,1,3.8,346.20,1,16,12,1,1,8,58.8,0.8,10000,17.9,Invalid,2015-04-02,073520
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,6,3.8,346.30,1,17,12,1,3,7,58.8,0.9,10000,17.9,Invalid,2015-04-02,073530
Electric_Taxi,Tongzhou_District,200,1,5,3.82,1,1,3.8,345.80,1,16,12,1,1,8,58.8,9,10000,17.9,Invalid,2015-04-02,073540
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,10,3.8,346.30,1,16,12,1,1,8,58.8,0.1,10000,17.9,Invalid,2015-04-02,073550
Electric_Taxi,Tongzhou_District,200,1,12,3.78,1,1,3.74,342.80,1,16,12,1,1,8,58.8,51.8,10000,17.9,Invalid,2015-04-02,073600
Electric_Taxi,Tongzhou_District,200,1,25,3.82,1,1,3.8,345.80,1,17,12,1,1,9,58.8,1,10000,17.9,Invalid,2015-04-02,073610
Electric_Taxi,Tongzhou_District,200,1,13,3.82,1,1,3.8,346.00,1,16,12,1,1,9,58.8,0.8,10000,17.9,Invalid,2015-04-02,073620
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,6,3.78,344.50,1,16,12,1,1,8,58.8,23.4,10000,17.9,Invalid,2015-04-02,073630
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,25,3.78,346.20,1,16,12,1,1,9,58.8,-5.3,10000,17.9,Invalid,2015-04-02,073640
Electric_Taxi,Tongzhou_District,200,1,31,3.82,1,1,3.8,346.00,1,16,12,1,1,9,58.8,0.8,10000,17.9,Invalid,2015-04-02,073650
Electric_Taxi,Tongzhou_District,200,1,5,3.82,1,1,3.8,346.10,1,17,12,1,3,7,58.8,0.8,10000,17.9,Invalid,2015-04-02,073700
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,2,3.8,346.20,1,17,12,1,1,8,58.8,0.8,10000,17.9,Invalid,2015-04-02,073710
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,2,3.8,346.20,1,16,12,1,1,8,58.8,0.7,10000,17.9,Invalid,2015-04-02,073720
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,2,3.8,346.30,1,17,12,1,3,7,58.8,0.7,10000,17.9,Invalid,2015-04-02,073730
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,6,3.8,346.30,1,16,12,1,1,8,58.8,0.7,10000,17.9,Invalid,2015-04-02,073740
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,6,3.8,346.30,1,17,12,1,1,8,58.8,0.7,10000,17.9,Invalid,2015-04-02,073750
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,6,3.8,346.30,1,17,12,1,1,8,58.8,0.7,10000,17.9,Invalid,2015-04-02,073800
Electric_Taxi,Tongzhou_District,200,1,1,3.82,1,6,3.8,346.40,1,16,12,1,1,9,58.8,0.7,10000,17.9,Invalid,2015-04-02,073810
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,20,3.76,345.90,1,16,12,1,1,9,58.4,0.2,10000,17.8,Invalid,2015-04-02,073820
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,60,3.74,345.80,1,17,12,1,1,8,58.4,-5.2,10000,17.8,Invalid,2015-04-02,073830
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,40,3.74,345.60,1,17,12,1,3,7,58.4,-3.8,10000,17.8,Invalid,2015-04-02,073840
Electric_Taxi,Tongzhou_District,200,1,12,3.74,1,40,3.68,339.50,1,16,12,1,1,8,58.4,84.6,10000,17.8,Invalid,2015-04-02,073850
Electric_Taxi,Tongzhou_District,200,1,17,3.82,1,8,3.76,342.00,1,17,12,1,1,8,58.4,52.2,10000,17.8,Invalid,2015-04-02,073900
Electric_Taxi,Tongzhou_District,200,1,1,3.78,1,40,3.76,345.00,1,17,12,1,1,8,58,1.8,10000,17.6,Invalid,2015-04-02,073910
Electric_Taxi,Tongzhou_District,200,1,45,3.84,1,1,3.82,345.20,1,16,12,1,1,9,58,0.3,10000,17.6,Invalid,2015-04-02,073920
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,1,3.8,345.30,1,17,12,1,3,7,58,1.8,10000,17.6,Invalid,2015-04-02,073930
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,1,3.8,345.40,1,17,12,1,1,8,58,0.8,10000,17.6,Invalid,2015-04-02,073940
Electric_Taxi,Tongzhou_District,200,1,1,3.8,1,1,3.8,345.50,1,16,12,1,1,9,58,0.8,10000,17.6,Invalid,2015-04-02,073950
