Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,16,13,1,1,8,72.4,0.6,10000,22.2,Invalid,2015-04-02,082404
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,17,14,1,1,9,72.4,0.5,10000,22.2,Invalid,2015-04-02,082414
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,16,13,1,1,9,72.4,0.5,10000,22.2,Invalid,2015-04-02,082424
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,17,14,1,1,9,72.4,0.5,10000,22.2,Invalid,2015-04-02,082434
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,16,13,1,1,8,72.4,0.5,10000,22.2,Invalid,2015-04-02,082444
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,16,13,1,1,8,72.4,0.7,10000,22.2,Invalid,2015-04-02,082455
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,17,14,1,1,8,72.4,0.5,10000,22.2,Invalid,2015-04-02,082505
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.50,1,17,14,1,1,8,72.4,0.5,10000,22.2,Invalid,2015-04-02,082515
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.40,1,17,14,1,1,9,72.4,1.4,10000,22.2,Invalid,2015-04-02,082525
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.40,1,17,14,1,1,9,72.4,1.1,10000,22.2,Invalid,2015-04-02,082535
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.20,1,17,14,1,1,9,72.4,4.4,10000,22.2,Invalid,2015-04-02,082544
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,357.40,1,16,13,1,1,8,72.4,0.8,10000,22.2,Invalid,2015-04-02,082555
Electric_Taxi,Tongzhou_District,200,1,4,3.94,1,1,3.92,356.00,1,17,14,1,1,9,72.4,25.5,10000,22.2,Invalid,2015-04-02,082604
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,356.50,1,16,13,1,1,8,72.4,12.4,10000,22.2,Invalid,2015-04-02,082614
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,67,3.92,357.00,1,16,13,1,1,8,72.4,2.4,10000,22.2,Invalid,2015-04-02,082625
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,49,3.92,357.30,1,17,14,1,1,9,72.4,-5.9,10000,22.2,Invalid,2015-04-02,082634
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,356.80,1,17,14,1,1,9,72.4,4.3,10000,22.2,Invalid,2015-04-02,082644
Electric_Taxi,Tongzhou_District,200,1,31,3.94,1,1,3.92,353.80,1,17,14,1,1,9,72.4,46.5,10000,22.2,Invalid,2015-04-02,082655
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,18,3.92,356.60,1,17,14,1,1,9,72.4,1.4,10000,22.2,Invalid,2015-04-02,082704
Electric_Taxi,Tongzhou_District,200,1,13,3.86,1,12,3.8,350.00,1,17,14,1,1,9,72.4,106.7,10000,22,Invalid,2015-04-02,082714
Electric_Taxi,Tongzhou_District,200,1,49,3.94,1,12,3.86,353.70,1,16,13,1,1,9,72.4,45.6,10000,22,Invalid,2015-04-02,082725
Electric_Taxi,Tongzhou_District,200,1,4,3.94,1,1,3.92,356.40,1,17,14,1,1,9,72.4,-0.8,10000,22,Invalid,2015-04-02,082734
Electric_Taxi,Tongzhou_District,200,1,3,3.94,1,1,3.92,356.30,1,17,14,1,1,9,72.4,1.4,10000,22,Invalid,2015-04-02,082744
Electric_Taxi,Tongzhou_District,200,1,4,3.94,1,1,3.92,356.40,1,17,14,1,1,9,72.4,1.4,10000,22,Invalid,2015-04-02,082755
Electric_Taxi,Tongzhou_District,200,1,49,3.92,1,12,3.86,353.60,1,16,13,1,1,9,72.4,50.7,10000,22,Invalid,2015-04-02,082804
Electric_Taxi,Tongzhou_District,200,1,49,3.94,1,1,3.9,354.50,1,16,14,1,1,9,72.4,28.8,10000,22,Invalid,2015-04-02,082814
Electric_Taxi,Tongzhou_District,200,1,4,3.94,1,1,3.92,356.20,1,17,14,1,1,9,72.4,1.2,10000,22,Invalid,2015-04-02,082825
Electric_Taxi,Tongzhou_District,200,1,60,3.92,1,8,3.86,353.00,1,17,14,1,1,9,72.4,55.2,10000,22,Invalid,2015-04-02,082834
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,12,3.92,356.30,1,16,13,1,1,9,72,-7.3,10000,21.9,Invalid,2015-04-02,082844
Electric_Taxi,Tongzhou_District,200,1,88,3.94,1,1,3.9,354.70,1,17,14,1,1,9,72,21.3,10000,21.9,Invalid,2015-04-02,082855
Electric_Taxi,Tongzhou_District,200,1,40,3.94,1,49,3.9,358.00,1,17,14,1,1,9,72,-49,10000,21.9,Invalid,2015-04-02,082904
Electric_Taxi,Tongzhou_District,200,1,1,3.92,1,1,3.92,355.80,1,16,13,1,1,8,72,0.8,10000,21.9,Invalid,2015-04-02,082914
