Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
,,200,1,1,3.94,1,1,3.94,359.30,1,16,9,1,1,7,73.2,0.6,10000,22.3,,2015-04-02,093915
,,200,1,1,3.94,1,1,3.94,359.30,1,16,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,093925
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,093935
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,093945
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,093955
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,094005
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,094015
,,200,1,1,3.94,1,1,3.94,359.30,1,18,9,1,1,7,73.2,0.5,10000,22.3,,2015-04-02,094025
,,200,1,1,3.94,1,1,3.94,359.20,1,18,9,1,1,7,73.2,1.1,10000,22.3,,2015-04-02,094035
,,200,1,1,3.94,1,1,3.94,359.20,1,16,9,1,1,7,73.2,0.7,10000,22.3,,2015-04-02,094045
,,200,1,1,3.94,1,1,3.94,359.20,1,18,9,1,1,7,73.2,0.7,10000,22.3,,2015-04-02,094055
,,200,1,1,3.94,1,1,3.94,359.20,1,18,9,1,1,7,73.2,0.7,10000,22.3,,2015-04-02,094105
,,200,1,1,3.94,1,1,3.94,359.20,1,8,8,1,1,7,73.2,0.7,10000,22.3,,2015-04-02,094115
,,200,1,17,3.94,1,1,3.92,357.70,1,8,8,1,1,7,73.2,19.3,10000,22.3,,2015-04-02,094125
,,200,1,1,3.94,1,1,3.94,358.70,1,18,9,1,1,7,73.2,5.7,10000,22.3,,2015-04-02,094135
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,73.2,0.6,10000,22.3,,2015-04-02,094145
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,73.2,0.8,10000,22.3,,2015-04-02,094155
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,2,6,73.2,0.9,10000,22.3,,2015-04-02,094205
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,73.2,0.8,10000,22.3,,2015-04-02,094215
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,1,6,73.2,0.9,10000,22.3,,2015-04-02,094225
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,73.2,0.8,10000,22.3,,2015-04-02,094236
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,1,6,73.2,0.8,10000,22.3,,2015-04-02,094245
,,200,1,1,3.94,1,1,3.94,359.00,1,18,9,1,1,7,73.2,0.8,10000,22.3,,2015-04-02,094255
,,200,1,1,3.94,1,1,3.94,359.00,1,18,9,1,1,7,73.2,0.8,10000,22.3,,2015-04-02,094305
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,2,6,72.4,0.8,10000,22.2,,2015-04-02,094315
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094325
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,1,6,72.4,0.8,10000,22.2,,2015-04-02,094335
,,200,1,1,3.94,1,1,3.94,359.00,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094345
,,200,1,1,3.94,1,1,3.94,359.00,1,16,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094355
,,200,1,1,3.94,1,1,3.94,359.00,1,8,8,1,1,6,72.4,0.8,10000,22.2,,2015-04-02,094405
,,200,1,1,3.94,1,1,3.94,359.00,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094415
,,200,1,11,3.94,1,1,3.92,357.50,1,18,9,1,1,7,72.4,20.6,10000,22.2,,2015-04-02,094425
,,200,1,1,3.94,1,1,3.94,358.90,1,8,8,1,1,7,72.4,0.2,10000,22.2,,2015-04-02,094435
,,200,1,1,3.94,1,1,3.94,358.90,1,18,9,1,1,7,72.4,1.2,10000,22.2,,2015-04-02,094445
,,200,1,1,3.94,1,1,3.94,358.80,1,16,9,1,1,7,72.4,1.6,10000,22.2,,2015-04-02,094455
,,200,1,1,3.94,1,10,3.92,358.30,1,8,8,1,1,7,72.4,7.7,10000,22.2,,2015-04-02,094505
,,200,1,1,3.94,1,1,3.94,358.80,1,8,8,1,1,6,72.4,0.8,10000,22.2,,2015-04-02,094515
,,200,1,1,3.94,1,1,3.94,358.80,1,8,8,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094525
,,200,1,1,3.94,1,1,3.94,358.80,1,16,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094536
,,200,1,1,3.94,1,1,3.94,358.90,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094545
,,200,1,1,3.94,1,1,3.94,358.90,1,8,8,1,1,6,72.4,0.8,10000,22.2,,2015-04-02,094555
,,200,1,1,3.94,1,1,3.94,358.90,1,8,8,1,2,6,72.4,0.8,10000,22.2,,2015-04-02,094606
,,200,1,1,3.94,1,1,3.94,358.90,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094615
,,200,1,1,3.94,1,1,3.94,358.90,1,16,9,1,1,7,72.4,0.9,10000,22.2,,2015-04-02,094625
,,200,1,1,3.94,1,1,3.94,358.90,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094636
,,200,1,1,3.94,1,1,3.94,358.90,1,8,8,1,1,6,72.4,0.9,10000,22.2,,2015-04-02,094645
,,200,1,1,3.94,1,1,3.94,358.90,1,8,8,1,1,6,72.4,0.8,10000,22.2,,2015-04-02,094655
,,200,1,1,3.94,1,1,3.94,358.90,1,18,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094705
,,200,1,1,3.94,1,1,3.94,358.90,1,16,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094715
,,200,1,1,3.94,1,1,3.94,358.80,1,16,9,1,1,7,72.4,0.8,10000,22.2,,2015-04-02,094725
